Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type
3389,323,12,90,13,2529,188,227,178,2551,38
3282,56,15,624,243,3754,229,207,107,1994,32
3010,301,30,335,84,1987,124,211,221,1489,33
3415,310,12,170,39,2552,186,231,185,2662,38
3260,30,8,120,5,810,218,223,141,1965,23
2944,135,3,430,13,1868,224,238,149,1199,23
3233,198,12,162,-13,3053,217,250,166,335,23
3225,96,14,95,9,541,241,219,105,1956,22
3221,191,15,150,-1,3092,218,250,162,324,32
3401,161,15,361,45,2881,234,242,135,1801,32
2941,104,14,212,73,2222,243,221,104,1739,31
3080,30,18,594,99,2191,212,198,117,2522,24
2944,41,25,258,75,1651,214,177,85,2808,24
2826,320,17,67,26,2190,173,221,187,1448,33
3188,61,10,134,-8,342,228,220,124,2133,22
2938,26,13,285,7,1989,213,211,132,966,23
3105,38,22,616,117,2223,215,187,98,2563,24
3023,79,21,404,156,1804,242,198,76,2771,33
2830,286,20,67,26,2130,162,235,212,1416,13
3066,8,13,30,29,2486,205,214,145,926,23
2885,328,21,256,85,2105,166,212,183,1276,33
2912,305,15,382,114,2121,177,231,193,1209,33
3290,225,7,212,33,3187,211,247,173,808,23
3369,141,13,175,13,3035,239,236,124,1991,32
3037,117,19,67,12,3245,249,218,89,2356,23
2993,39,20,361,134,1690,217,193,104,2888,24
3197,33,11,218,-10,404,218,216,133,2223,22
3085,307,23,268,74,2768,151,219,206,2467,24
3214,38,9,247,-13,509,221,221,135,2280,22
2946,14,19,150,87,1201,198,196,131,3274,24
3283,10,10,150,4,1120,209,220,148,2402,38
3148,292,16,60,20,2779,174,236,201,541,24
3306,203,21,350,57,3238,204,253,175,1101,32
3315,180,19,323,66,3225,224,248,149,1154,32
3041,123,10,0,0,3376,237,233,126,2495,23
3251,75,30,371,214,3827,240,170,39,2538,33
3089,241,21,743,279,2014,174,252,210,842,13
3078,313,23,134,50,3038,153,216,201,2689,24
3213,333,26,418,192,2718,151,196,179,2779,33
3008,355,14,330,149,1034,196,214,155,3471,24
3128,61,5,150,12,390,224,229,141,2207,23
2937,78,10,124,17,1756,233,222,120,1530,31
3215,261,10,390,52,2800,197,245,187,847,24
3212,111,30,301,175,3789,254,193,43,2711,33
3017,14,15,570,96,1482,205,209,138,424,31
3326,294,10,124,21,3450,192,238,186,1932,32
3048,0,8,42,-5,3384,208,225,154,2766,23
3118,148,14,60,2,480,238,238,128,2147,23
2894,73,22,127,-2,1650,239,192,72,1240,33
2859,248,17,212,52,1660,181,250,206,892,13
3193,211,11,379,52,2588,212,250,173,878,24
3053,14,8,60,0,3419,213,224,148,2794,23
3118,122,14,30,2,510,243,228,110,2138,23
3122,145,13,134,14,430,238,238,128,1900,22
3081,2,16,424,222,824,195,207,147,3109,24
3138,178,14,531,47,2115,225,247,151,947,32
3363,163,25,270,134,3838,234,237,118,3070,39
2989,63,20,170,13,1601,233,194,84,1421,33
2875,66,27,153,68,1561,234,176,56,1142,33
3132,169,15,600,95,1947,230,245,142,942,32
3400,124,5,228,51,1616,229,236,141,2932,40
3107,176,7,30,-4,600,224,244,154,2014,23
3030,39,16,234,46,1604,219,202,113,1307,32
3173,213,17,270,50,2482,203,254,182,994,32
3181,42,12,811,54,2400,222,213,124,3122,31
3092,194,4,365,24,830,219,243,160,3020,31
3394,182,8,295,50,1556,223,246,156,2932,38
3391,147,10,323,48,1507,234,239,136,2914,38
3387,161,9,330,75,1458,230,242,144,2897,38
3381,169,7,330,69,1387,226,243,151,2874,38
3369,228,6,376,53,3640,212,245,171,2163,38
3395,252,6,474,54,3635,207,244,176,2305,40
3426,128,16,366,188,3730,245,228,107,3314,39
3214,296,29,376,177,3013,127,217,224,3000,33
3173,35,11,732,46,2325,219,215,130,3181,31
3425,120,9,153,46,1879,236,233,128,3089,40
3386,153,12,301,74,1524,234,240,135,2942,38
3100,171,6,60,-3,598,224,243,153,1798,23
3109,143,7,594,61,1892,231,239,141,912,32
3118,213,13,295,27,2155,208,252,178,812,32
3329,254,8,331,13,3660,203,245,181,1959,32
3394,252,7,503,59,3664,205,245,178,2282,40
3367,152,39,212,138,3838,235,208,64,3262,33
3242,100,4,552,213,2848,227,234,142,3059,31
3101,145,4,0,0,677,225,239,149,1889,23
3129,163,10,750,92,1756,230,243,145,703,32
3331,260,10,295,15,3690,196,246,188,1945,32
3376,130,34,234,138,3837,251,198,43,3315,33
3268,168,40,120,39,3952,217,220,96,3220,33
3220,81,6,722,196,2656,228,230,136,3136,31
3390,150,23,247,14,1806,242,232,105,3097,40
3078,346,9,384,61,1626,203,226,161,1015,32
3007,111,20,108,19,1471,250,214,83,1390,33
3004,353,21,150,55,1410,180,199,154,1243,32
3168,182,5,30,-2,2790,222,244,157,1242,23
3236,265,11,190,28,3182,191,245,193,1549,23
3458,109,17,437,220,3762,247,219,96,3450,39
3414,117,15,323,176,3811,244,225,106,3394,39
3240,178,31,90,22,4039,217,240,134,3207,33
3239,173,29,90,27,4055,223,239,126,3197,33
3103,61,5,85,2,750,224,229,141,1873,23
3080,291,12,607,63,1549,185,238,193,778,31
2993,49,29,242,53,1380,218,166,64,1148,32
3188,288,9,60,9,2896,195,239,184,1348,23
3328,252,8,242,12,3661,204,245,180,1892,32
3349,210,10,242,33,3756,212,250,172,2030,38
3433,99,26,371,195,3814,252,194,54,3448,39
3418,101,20,342,180,3826,249,208,79,3435,39
3328,117,39,175,90,3904,252,173,0,3357,33
3378,147,17,285,-3,1889,240,236,119,3175,40
3250,152,19,300,-5,1124,240,237,119,2754,22
2989,141,12,277,53,272,238,237,127,1500,23
3369,243,10,350,47,3800,201,248,184,2113,38
3388,243,11,485,66,3771,199,249,187,2210,40
3410,98,16,306,172,3866,244,216,96,3448,39
3220,127,7,30,-2,4045,233,235,135,3294,33
3161,111,21,90,4,4097,250,213,81,3127,22
3112,353,16,85,12,3602,191,211,156,3090,24
3386,103,28,242,148,3918,253,192,47,3449,33
3223,93,10,0,0,4056,237,224,118,3332,22
3054,211,23,484,238,1511,194,254,186,323,13
3382,103,29,240,144,3946,253,188,40,3476,33
3205,157,5,30,-4,4142,226,241,149,3320,22
3201,156,9,30,-6,4188,231,241,142,3293,22
3101,67,6,170,1,824,227,228,135,1657,23
3338,253,9,150,16,3798,201,246,184,1932,38
3404,108,21,301,166,3948,250,211,79,3529,39
3209,47,15,60,-13,4138,224,206,112,3368,22
3137,81,10,0,0,4060,234,222,118,3208,22
3063,90,2,297,-37,658,222,236,150,1517,23
3369,281,6,306,47,3919,203,241,176,2021,38
3325,101,38,190,87,4025,251,162,0,3506,33
3248,22,10,742,84,2785,214,218,140,3326,31
3463,113,24,395,70,2223,253,207,67,3435,40
3353,73,7,190,31,1902,229,226,131,3283,38
3137,340,5,30,4,947,210,233,162,1974,22
3253,241,7,297,11,3227,206,246,178,1566,23
3355,274,11,212,33,3836,190,243,192,1940,38
3084,139,5,90,-4,1458,228,238,144,3240,23
3517,110,33,395,124,2341,254,185,30,3516,40
3315,122,8,30,-1,1740,233,234,133,3239,38
2964,217,26,323,148,1381,183,254,195,180,13
3306,83,18,192,68,4093,242,206,88,3549,33
3135,349,18,134,29,3796,184,207,160,3272,24
3547,111,35,420,154,2408,254,179,21,3570,40
3118,182,8,150,15,990,223,245,156,1762,22
2843,53,23,234,29,1146,226,184,81,677,33
3239,6,10,295,41,3077,208,222,150,1471,23
3230,315,23,433,143,3350,153,214,199,3320,24
3112,136,14,85,14,1714,240,234,120,3189,33
3075,90,5,30,-2,1425,227,232,139,3182,23
3505,109,31,450,108,2372,254,189,39,3569,40
3156,152,8,234,-1,1131,230,240,142,2322,23
3138,145,8,134,5,1050,231,239,141,1982,22
3050,297,14,720,9,1252,180,235,195,830,23
3335,279,10,134,13,3711,194,242,187,1813,32
3362,68,8,247,40,2024,229,223,127,3417,38
3343,62,9,134,21,1933,228,221,125,3377,38
2879,41,25,295,66,1084,214,178,85,696,33
3050,156,12,361,49,1523,234,241,136,638,13
3371,298,10,313,49,3845,192,237,185,1910,38
3435,125,22,175,72,4045,251,218,84,3770,33
3368,60,10,285,46,2067,228,219,123,3455,38
3364,60,9,256,42,2044,228,221,126,3445,38
3360,66,11,228,38,2021,231,218,118,3435,38
3099,330,29,589,58,1296,140,192,184,955,33
3246,242,6,150,12,3173,209,245,173,1443,23
3474,149,20,242,67,4013,242,234,113,3881,33
3544,101,35,450,147,2496,252,169,14,3690,40
3356,62,11,216,34,2018,230,216,118,3445,38
3351,63,10,192,29,1996,229,221,124,3417,38
3267,243,13,30,3,3366,194,250,193,1533,32
3359,115,15,108,0,4179,245,224,103,3734,33
3349,104,20,127,-6,4191,249,210,80,3723,33
3442,107,18,283,45,2340,248,216,89,3625,38
3398,107,14,240,1,2221,243,223,106,3565,38
3189,97,17,42,6,1390,245,214,93,2549,22
3393,312,11,402,71,3848,189,232,183,1889,38
3447,152,23,190,40,4079,241,233,108,3919,33
3032,131,5,362,-67,630,228,237,144,1291,23
3153,55,10,424,112,1288,226,219,126,1124,32
3132,75,25,365,91,1316,241,185,60,1168,32
2978,251,24,492,157,1216,161,248,220,272,13
3164,190,8,30,2,2567,220,247,160,1092,23
3420,140,17,153,57,4137,243,233,112,3904,33
3259,325,22,516,159,3526,159,209,188,3488,24
3312,18,16,513,88,2978,206,205,133,3395,32
3308,13,10,459,84,2818,210,219,145,3315,32
3233,117,18,283,83,2506,248,220,93,3178,39
3118,37,5,0,0,1964,220,229,146,3029,23
3265,270,9,256,67,2912,195,244,187,1259,32
3418,152,16,170,21,4155,238,239,126,3945,33
3363,132,19,0,0,4217,246,227,101,3866,33
3100,309,18,446,125,1128,169,226,196,2213,32
3478,81,27,283,81,2466,244,182,51,3744,39
3438,89,20,212,41,2394,246,203,77,3707,38
3407,92,11,153,10,2301,238,222,114,3660,38
3379,52,9,228,-14,2122,225,221,130,3434,38
3091,119,10,180,1,967,237,232,125,1640,23
3142,87,16,390,101,1250,242,213,97,1188,32
2828,66,22,30,14,1020,235,190,75,313,32
3429,156,23,90,22,4138,239,236,114,4042,33
3253,346,22,417,137,3716,173,200,162,3541,40
3284,332,17,582,182,3522,178,216,177,3550,40
3305,90,14,391,81,2795,241,216,101,3235,32
3283,100,10,362,116,2691,237,227,120,3187,39
3086,35,10,240,13,1440,219,218,134,2962,31
3582,95,22,330,80,2630,249,202,70,3851,40
3267,283,19,153,38,3303,165,237,211,1423,32
3454,147,17,134,47,4126,241,236,117,4142,33
3405,157,12,134,8,4212,233,241,137,3998,33
3259,354,18,384,134,3783,186,205,155,3570,40
3277,323,17,564,172,3589,175,221,184,3576,40
3305,331,12,636,60,3424,192,225,172,3554,40
3342,313,11,551,107,3234,191,232,180,3438,32
3328,40,7,418,104,2993,221,224,138,3302,32
3552,84,29,306,50,2598,246,177,39,3851,40
3468,73,29,228,71,2479,238,171,42,3786,39
3386,56,3,134,-10,2228,222,232,146,3503,38
3321,70,15,182,-13,2037,235,210,103,3245,38
3025,283,15,0,0,1570,178,240,201,216,23
3383,293,14,382,73,3643,181,236,195,1677,38
3400,158,11,124,3,4241,232,242,139,4025,33
3340,293,12,537,101,3274,187,238,190,3428,32
3392,88,6,85,-4,2293,229,230,135,3552,38
3378,123,13,150,-4,2185,242,230,114,3408,38
3350,100,18,175,-26,2121,247,212,88,3322,38
3386,293,14,404,85,3628,180,236,196,1657,38
3395,176,10,90,-1,4260,226,246,152,4065,23
3278,3,19,382,132,3861,190,199,143,3630,40
3278,358,19,404,142,3833,188,203,149,3630,40
3316,329,11,579,61,3449,193,227,173,3505,40
3126,13,12,268,15,1782,208,215,142,2851,31
2821,297,4,85,1,992,208,238,169,242,23
3365,122,16,67,14,4337,245,226,105,4027,23
3230,98,15,60,-7,4658,244,217,99,3769,22
3324,328,14,541,69,3435,186,224,177,3463,40
3335,108,11,335,111,3036,239,227,118,3223,32
3303,123,17,277,79,2881,247,224,100,3140,39
3409,68,16,60,12,2422,235,206,99,3653,38
3009,11,14,201,43,120,204,211,142,904,22
3300,357,20,467,154,3829,184,199,149,3690,40
3306,345,19,600,185,3665,180,207,164,3584,40
3337,339,13,495,82,3394,191,221,168,3404,40
3359,284,8,430,120,3261,198,240,181,3320,32
3346,122,10,361,111,3130,238,232,124,3241,39
3341,126,10,342,106,3103,238,233,125,3226,39
3309,139,17,268,85,2948,243,232,112,3140,39
3302,138,18,256,78,2922,244,231,108,3126,39
3533,83,23,234,31,2601,245,194,67,3850,40
3381,125,8,30,-1,2312,234,235,133,3471,38
2970,160,13,150,20,1140,233,242,138,633,13
3117,225,4,42,2,2165,214,243,166,722,23
3424,148,17,190,17,4257,240,236,119,4302,40
3413,140,17,134,6,4271,243,233,113,4272,23
3407,143,17,108,0,4279,242,234,116,4257,23
3390,126,8,60,-9,4310,234,235,132,4200,23
3302,225,4,95,-12,4514,215,243,166,3957,23
3311,1,20,509,165,3814,188,200,146,3658,40
3311,359,19,531,175,3786,188,201,148,3638,40
3149,22,10,295,29,1952,214,218,140,2768,24
3502,79,32,212,105,2574,242,164,26,3784,40
3072,62,14,0,0,741,231,211,109,1440,30
2993,139,10,108,15,390,235,237,132,939,22
3118,331,2,283,59,721,213,236,160,1383,32
2967,204,6,0,0,1294,217,246,165,361,23
3250,275,15,180,21,3206,178,242,203,1279,31
3426,193,16,558,114,4227,216,251,164,2932,33
3428,190,16,541,116,4222,218,251,161,2960,33
3417,140,17,335,67,4183,243,233,112,3273,33
3395,155,16,228,23,4175,237,240,128,3388,33
3400,193,11,67,4,4170,219,249,163,3560,33
3397,142,11,108,-2,4315,236,237,130,4269,23
3321,355,19,573,185,3772,184,202,153,3596,40
3326,349,19,558,17,3690,183,206,159,3538,40
3263,143,19,180,39,2873,243,233,110,3032,39
3164,79,1,0,0,2538,220,236,152,2884,23
2972,345,12,30,4,324,196,221,163,837,22
3120,336,9,242,61,702,199,227,167,1419,32
2957,196,15,190,25,1040,215,251,167,607,13
3133,291,16,108,11,2249,174,236,202,900,23
3416,193,16,553,124,4261,216,251,164,2894,33
3422,192,15,484,110,4243,218,251,163,3007,33
3388,159,15,216,16,4205,235,242,133,3379,33
3405,228,13,30,2,4201,201,251,186,3668,35
3396,131,10,150,-3,4337,237,235,128,4310,23
3370,133,10,30,4,4412,236,236,130,4187,23
3007,323,5,124,0,722,207,235,166,1507,23
3094,76,12,547,35,630,235,217,111,1110,32
3407,193,17,531,115,4291,216,251,164,2884,33
3417,195,13,443,105,4268,217,251,165,3026,33
3384,208,12,95,3,4231,211,251,173,3486,33
3400,227,13,42,1,4231,202,252,185,3660,35
3356,28,8,42,0,4478,217,223,141,4164,23
3347,352,18,492,13,3690,185,205,156,3472,40
3360,346,15,400,77,3503,191,216,163,3342,40
3180,103,11,60,-1,2671,239,225,115,2869,33
3007,152,9,60,-1,384,232,240,140,1019,22
3067,61,16,663,8,607,231,206,103,1008,32
3369,199,14,497,90,3582,215,251,168,1573,32
3371,165,16,774,92,4351,232,243,137,2312,38
3380,182,14,644,118,4380,224,248,155,2591,38
3394,197,15,564,114,4342,215,252,167,2761,33
3396,228,11,60,0,4261,203,251,183,3653,35
3371,139,10,30,3,4434,235,237,132,4293,23
3355,5,17,376,161,4246,196,205,143,3860,40
3348,8,18,457,163,4082,196,202,139,3734,40
3351,357,16,573,196,3891,192,209,152,3588,40
3352,351,18,552,18,3810,184,206,158,3528,40
3151,6,11,514,46,1756,206,218,149,2651,31
3120,326,9,679,105,1438,198,230,172,2195,32
3018,122,9,0,0,450,235,233,129,1084,22
3004,147,10,30,0,361,233,239,137,997,23
2981,297,10,30,4,750,193,237,184,1200,23
2940,219,12,0,0,1082,206,251,180,547,23
3233,202,9,390,75,2592,216,249,167,883,32
3367,162,15,732,88,4312,233,243,136,2273,38
3364,167,13,757,85,4340,230,245,143,2301,38
3366,193,13,750,127,4396,218,250,164,2356,38
3375,138,20,234,30,4300,246,228,100,3268,33
3367,358,25,297,167,4369,173,185,142,3903,40
3365,7,18,366,167,4286,195,202,141,3865,40
3365,185,14,659,116,4444,222,249,157,2458,38
3368,189,12,577,110,4432,220,249,160,2599,33
3361,190,11,127,11,4324,220,248,161,3376,33
3374,230,8,0,0,4320,207,248,177,3551,35
3371,4,18,457,177,4216,194,203,144,3778,40
3368,354,18,573,20,3918,188,206,154,3544,40
3374,351,18,488,40,3810,186,207,158,3463,40
3172,90,19,242,-36,1490,245,206,81,2316,22
3101,112,10,480,42,510,238,229,121,1209,32
3217,324,6,242,34,2366,205,233,168,815,32
3374,137,12,42,8,4497,239,235,124,4414,40
3355,194,9,67,0,4592,219,248,163,4274,23
3360,15,11,0,0,4631,210,217,143,4228,23
3377,3,19,551,188,4093,191,201,144,3649,40
3377,357,18,577,192,4039,189,205,151,3606,40
3321,244,16,466,92,3341,186,251,201,1332,32
3366,231,12,0,0,4380,200,251,187,3508,35
3361,314,13,0,0,4650,185,230,185,4267,23
3395,343,35,268,157,4569,129,165,161,4011,39
3387,0,19,591,198,4079,189,201,147,3606,40
3111,142,8,180,5,767,232,238,138,1560,22
3371,98,5,30,2,4548,228,233,138,4481,40
3409,356,36,242,124,4775,139,151,132,4090,39
3402,356,17,404,70,3826,191,207,153,3376,40
3404,357,17,361,70,3773,192,208,152,3336,40
3403,4,15,319,69,3721,199,210,147,3296,40
3172,24,10,655,155,1785,215,218,140,2530,31
3308,60,18,300,14,1786,231,200,95,2701,39
3149,119,22,335,-70,1410,251,215,81,2263,22
3115,106,7,0,0,1020,232,232,132,1831,23
3089,187,15,285,30,457,220,250,158,1438,23
2924,44,26,256,107,594,216,174,79,674,33
3336,172,14,525,57,4119,229,246,145,2079,38
3337,185,11,67,1,4445,222,248,157,3319,33
3369,13,5,42,2,4599,215,229,151,4468,23
3367,40,8,67,1,4607,221,223,137,4455,23
3425,2,30,218,121,4912,164,168,130,4155,39
3239,120,4,0,0,3164,226,236,145,2881,39
3316,106,13,285,67,1798,242,224,109,2724,39
3372,219,10,175,0,4472,209,250,177,3636,35
3420,5,19,595,223,4226,193,200,142,3632,39
3416,0,18,537,68,4039,192,205,148,3479,39
3299,117,17,283,57,1731,247,222,97,2659,39
3290,105,19,295,51,1705,248,213,86,2630,39
3325,183,9,30,0,4505,223,246,157,3307,33
3362,228,11,150,3,4500,204,250,183,3572,35
3365,221,9,170,0,4501,209,249,176,3601,35
3428,3,19,636,80,4160,191,200,143,3546,39
3425,358,16,470,77,4001,192,208,151,3415,39
3427,4,15,342,79,3870,199,210,147,3310,32
3243,20,6,42,2,3171,216,227,148,2814,39
3226,354,11,30,7,2971,201,220,157,2697,23
3307,166,21,218,61,1798,233,242,130,2742,39
3313,194,9,376,52,3360,219,247,163,1329,32
3319,187,10,277,40,3471,221,247,159,1436,32
3435,6,17,513,87,4068,196,204,142,3438,39
3248,14,8,60,3,3212,213,224,148,2805,39
3198,18,8,789,82,1959,214,223,145,2389,31
3295,171,23,190,49,1785,229,243,133,2737,39
3305,161,16,446,26,4051,234,242,133,2012,38
3298,176,19,342,59,4624,226,247,145,2590,33
3256,26,11,60,1,3279,215,215,136,2812,39
3227,34,17,725,98,2190,215,201,117,2342,24
3240,267,9,309,46,3007,198,244,185,990,31
3306,181,14,134,27,3588,224,248,154,1549,32
3300,153,16,408,21,4013,238,239,126,1974,38
3450,0,11,379,102,3993,203,219,153,3310,40
3264,22,13,67,2,3320,212,212,135,2804,39
3247,40,11,30,5,3097,221,216,129,2661,23
3232,109,19,218,17,1543,249,214,85,2491,30
3302,150,11,313,23,3918,235,240,134,1879,38
3456,8,11,371,108,4008,207,218,147,3289,40
3258,27,11,85,-1,3188,215,217,137,2681,23
3251,25,10,0,0,3114,215,219,139,2635,23
3242,34,17,780,108,2239,215,201,117,2282,38
3218,19,12,870,93,2110,211,214,138,2285,38
3056,356,6,283,27,1001,210,229,157,1224,23
3066,271,10,180,26,765,195,243,188,1865,24
2935,253,8,170,19,1033,202,246,182,558,23
3464,8,13,424,116,4075,204,213,145,3312,40
3462,15,11,365,114,4023,210,216,142,3268,40
3299,43,15,60,-1,3479,221,205,115,2844,39
3286,357,17,242,66,2873,192,208,152,2458,24
3193,354,17,942,176,1844,189,207,155,2240,24
3066,277,9,175,6,785,195,242,187,1860,24
3102,202,13,277,17,1719,213,251,170,792,31
3297,221,9,153,18,3757,209,249,176,1718,32
3268,176,12,323,38,4447,226,246,150,2418,33
3478,18,14,511,130,4168,208,210,136,3358,40
3260,17,9,0,0,3174,213,221,145,2598,23
3082,106,6,60,2,892,231,232,135,1766,23
3065,10,9,180,31,1091,210,221,148,1500,23
3275,201,13,342,35,3265,214,251,169,1226,32
3257,170,13,216,25,4584,229,245,146,2560,33
3416,333,4,450,-28,4765,210,234,163,4194,35
3479,25,13,450,131,4131,213,212,133,3294,40
3281,34,10,127,0,3338,219,218,134,2672,39
3294,354,11,492,105,2715,202,221,157,2305,24
3297,345,10,534,115,2673,200,224,163,2287,38
3270,23,18,854,127,2330,206,198,123,2193,40
3237,11,16,960,111,2174,202,206,139,2197,38
3273,179,13,108,12,3482,225,247,152,1442,23
3318,28,20,153,6,3503,208,192,114,2755,39
3300,5,11,488,104,2758,205,218,149,2287,38
3079,157,12,258,18,1614,233,241,137,806,31
3244,171,12,170,12,4569,228,245,147,2550,33
3429,329,11,446,60,4843,194,227,172,4308,38
3347,20,15,127,19,3645,208,208,134,2828,39
3339,19,17,153,8,3594,206,203,130,2789,39
3309,350,11,618,127,2676,201,222,160,2213,38
3307,6,17,785,143,2521,196,204,142,2160,40
3231,71,15,0,0,1698,236,210,102,2708,29
3086,291,6,458,57,949,203,239,175,1100,23
3166,174,20,192,0,2162,227,246,141,361,32
3411,289,11,467,23,4841,190,239,189,4096,38
3358,28,15,95,10,3737,213,207,126,2866,39
3312,11,14,525,107,2800,205,212,142,2230,38
3311,356,12,573,115,2759,200,218,155,2210,38
3316,3,18,806,148,2544,194,204,145,2131,40
3246,0,14,1027,229,2125,199,213,151,2161,24
3246,33,12,60,8,1747,218,214,131,2766,29
3235,63,17,30,4,1690,233,203,97,2706,29
3202,91,12,0,0,1575,238,221,111,2586,30
3196,108,12,0,0,1546,240,226,115,2556,30
3149,123,27,60,-3,1320,253,207,62,2317,30
3155,164,14,255,-19,2201,232,243,139,331,31
3447,330,13,458,78,4913,188,224,175,4362,38
3369,45,15,120,21,3778,223,207,115,2864,39
3319,359,15,592,114,2781,197,212,151,2182,40
3254,8,12,1071,237,2184,206,216,147,2112,38
3253,0,13,1061,236,2163,200,215,152,2125,38
3255,356,15,1050,238,2079,194,212,154,2164,24
3261,7,12,1106,244,2223,205,215,147,2077,38
3261,357,14,1087,244,2143,198,214,154,2103,38
3277,357,19,1082,260,1956,186,202,151,2184,24
2915,69,12,277,18,212,233,216,113,295,33
3069,140,7,242,8,1513,231,238,139,797,32
3182,252,14,216,41,2725,188,249,198,685,31
3242,164,11,120,2,3379,230,243,144,1347,23
3392,286,8,255,28,4908,199,240,181,3879,38
3393,47,15,190,45,3886,224,206,112,2885,39
3378,21,13,182,30,3786,211,212,135,2800,39
3375,24,13,180,1,3761,213,211,133,2780,39
3354,77,16,153,11,3637,239,208,95,2678,39
3294,36,6,30,0,3397,220,226,142,2490,23
3063,315,2,534,109,792,214,237,161,875,23
3260,290,6,108,17,4860,202,239,176,2860,32
3300,307,5,150,16,4929,206,237,170,3159,38
3410,47,9,190,1,3953,224,220,130,2908,39
3388,47,9,175,14,3852,223,220,131,2821,39
3386,40,7,162,12,3827,221,224,139,2800,39
3274,0,13,1154,257,2145,200,215,152,2030,38
2981,36,4,497,88,192,220,230,147,573,33
3305,312,6,162,0,4956,203,235,172,3217,38
3353,240,8,42,4,4953,206,247,179,3636,38
3401,69,12,150,-7,3919,233,215,113,2844,39
3367,119,10,120,24,3721,237,232,125,2674,39
3047,128,8,120,21,1556,234,235,133,655,31
3221,161,11,60,-12,3413,231,243,142,1392,23
3456,323,11,458,37,5041,191,228,177,4234,38
3369,129,9,90,-4,3763,235,235,130,2673,39
3311,72,11,30,-1,3571,233,218,116,2512,23
3320,343,24,95,22,3430,164,195,165,2400,24
3332,334,28,150,37,3384,146,192,178,2364,24
3291,351,14,1203,274,2038,194,215,159,1994,38
3096,0,8,170,16,618,208,225,154,1620,23
3081,143,9,417,48,162,234,238,135,1321,32
3311,336,13,228,-4,5017,190,222,170,3184,38
3353,315,6,30,4,5013,203,235,171,3633,38
3372,296,13,85,8,5019,182,235,193,3753,38
3307,345,15,1260,290,1953,190,216,164,1954,39
3271,335,10,201,38,4774,198,227,168,2791,32
3321,328,14,295,5,5079,185,222,177,3151,38
3427,313,12,242,19,5099,189,231,182,3991,38
3465,321,12,366,39,5125,189,228,179,4201,38
3370,340,28,162,66,3466,150,188,170,2310,40
2897,224,30,134,63,774,166,251,207,558,13
3204,169,10,60,1,3326,228,244,148,1321,23
3338,331,11,283,0,5103,194,226,172,3271,38
3387,298,14,30,10,5109,180,234,194,3750,38
3091,74,3,180,6,1337,224,233,144,1505,23
3023,95,8,30,1,1504,233,229,128,601,31
3180,212,12,297,9,2845,209,251,176,840,32
3346,331,10,350,8,5164,197,228,170,3240,38
3401,281,15,42,7,5173,178,240,201,3810,38
3012,324,13,210,22,324,188,226,178,324,22
3214,137,11,212,43,3778,237,236,129,1800,32
3199,112,16,150,17,3867,246,221,99,1890,32
3350,329,10,376,8,5194,197,229,171,3240,38
3141,24,8,256,45,666,216,222,143,1753,22
3056,185,12,150,25,1935,222,248,157,108,31
3057,192,15,108,4,2021,217,251,163,60,31
3184,194,11,90,17,3154,219,249,163,1172,32
3339,337,16,454,12,5020,183,216,171,3061,38
3386,343,16,234,30,5220,186,214,166,3451,38
3488,297,12,277,36,5278,187,236,189,4230,38
3095,315,5,30,4,1279,206,236,168,1521,24
3190,313,16,67,7,4124,175,226,191,2162,23
3388,332,17,297,32,5250,177,215,176,3391,38
3392,341,16,277,36,5250,185,215,168,3421,38
3371,338,19,458,29,5162,174,209,172,3212,38
3386,329,19,361,34,5281,171,214,181,3332,38
3649,7,11,1055,294,5248,206,217,148,3784,40
3123,216,13,247,-17,2548,207,252,179,589,32
3413,342,15,283,46,5310,187,215,167,3483,38
3426,280,14,0,0,5362,181,241,199,3934,35
3680,14,15,1208,325,5150,204,207,137,3570,40
3677,21,16,1179,268,5124,208,205,130,3543,40
3170,347,11,108,17,1200,198,222,162,2318,29
3106,358,5,67,4,1421,211,230,156,1339,23
3117,293,7,67,4,1294,200,239,178,1398,24
3029,216,15,108,-7,2083,203,253,183,295,32
3688,347,12,1213,333,5269,197,221,161,3667,40
3061,313,10,60,18,162,192,232,180,474,22
2878,34,11,153,-14,361,219,216,132,547,31
3170,302,6,42,5,2995,203,237,174,1092,23
3234,288,23,277,51,4188,150,231,218,2270,39
3113,343,6,42,2,1421,208,231,161,1300,23
3692,339,8,1201,246,5377,203,228,164,3727,40
2968,189,11,228,-38,1245,221,248,160,541,33
3338,316,21,457,153,4422,160,217,195,2516,39
3119,338,5,30,0,1421,209,233,162,1265,23
3706,322,3,1154,260,5305,212,236,162,3593,40
3694,21,8,1087,285,5076,215,223,145,3345,40
3122,60,20,417,76,212,231,194,87,1356,22
3041,301,1,120,8,190,215,238,161,573,22
3089,338,4,379,46,485,210,233,162,726,23
3091,338,5,437,48,541,209,233,162,765,22
3256,279,25,361,80,4179,146,234,224,2289,38
3425,306,18,698,212,4838,166,226,199,2940,39
3702,33,7,1167,256,5168,219,226,143,3415,40
3107,325,6,679,-78,866,206,234,167,1032,23
3706,307,5,1087,260,5387,207,237,169,3627,40
3706,28,6,1129,260,5209,218,228,146,3432,40
2924,203,19,150,69,1130,207,253,175,459,33
